Model,Method,Time,ULS
segformer3d,original,0.0147069841623306,0.56112
segformer3d,original,0.0140696801245212,0.56112
segformer3d,original,0.0145694725215435,0.56112
segformer3d,original,0.0145525746047496,0.56112
segformer3d,original,0.0140482280403375,0.56112
segformer3d,original,0.0139942485839128,0.56112
segformer3d,original,0.0140170007944107,0.56112
segformer3d,original,0.0140067115426063,0.56112
segformer3d,original,0.0140272080898284,0.56112
segformer3d,original,0.0139997471123933,0.56112
segformer3d,original,0.0142727494239807,0.56112
segformer3d,original,0.0140418857336044,0.56112
segformer3d,original,0.0139720272272825,0.56112
segformer3d,original,0.0139736272394657,0.56112
segformer3d,original,0.0140504706650972,0.56112
segformer3d,original,0.0141857657581567,0.56112
segformer3d,original,0.0140220504254102,0.56112
segformer3d,original,0.0140053369104862,0.56112
segformer3d,original,0.0140890963375568,0.56112
segformer3d,original,0.013994738459587,0.56112
segformer3d,original,0.0146558079868555,0.56112
segformer3d,original,0.0142032206058502,0.56112
segformer3d,original,0.013987012207508,0.56112
segformer3d,original,0.0141474269330501,0.56112
segformer3d,original,0.0142405685037374,0.56112
segformer3d,original,0.0145594049245119,0.56112
segformer3d,original,0.0143097564578056,0.56112
segformer3d,original,0.0145858041942119,0.56112
segformer3d,original,0.0141391884535551,0.56112
segformer3d,original,0.0145811270922422,0.56112
segformer3d,original,0.0143096391111612,0.56112
segformer3d,original,0.0139959324151277,0.56112
segformer3d,original,0.0142373517155647,0.56112
segformer3d,original,0.0142132453620433,0.56112
